YY,MM,DD,HH,HHOT(m),10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour),Mean Sea Level Pressure(hPa),Air Temperature(degree Celsius),Relative Humidity(percent)
2023,10,11,15,0.96,Northeast,13.0,20.0,1016.0,27.5,68.0
2023,10,11,16,1.15,Northeast,19.0,24.0,1016.0,27.3,69.0
2023,10,11,17,1.37,Northeast,15.0,22.0,1016.2,26.8,70.0
2023,10,11,18,1.55,Northeast,12.0,18.0,1016.5,26.7,72.0
2023,10,11,19,1.69,Northeast,14.0,20.0,1016.6,26.3,72.0
2023,10,11,20,1.79,East,12.0,18.0,1017.3,25.8,73.0
2023,10,11,21,1.82,Northeast,14.0,19.0,1017.8,25.4,75.0
2023,10,11,22,1.76,Northeast,12.0,17.0,1018.3,24.9,77.0
2023,10,11,23,1.64,Northeast,10.0,17.0,1018.3,24.8,76.0
2023,10,11,24,1.52,East,6.0,12.0,1018.3,24.8,76.0
2023,10,12,1,1.43,Northeast,12.0,18.0,1018.3,24.3,79.0
2023,10,12,2,1.44,Northeast,11.0,17.0,1017.8,24.0,79.0
2023,10,12,3,1.55,East,9.0,12.0,1017.5,23.8,79.0
2023,10,12,4,1.73,Northeast,6.0,9.0,1017.4,23.7,80.0
2023,10,12,5,1.91,East,8.0,12.0,1017.0,23.7,79.0
2023,10,12,6,2.04,Northeast,13.0,18.0,1017.3,23.7,77.0
2023,10,12,7,2.11,Northeast,10.0,17.0,1017.9,23.6,78.0
2023,10,12,8,2.13,East,8.0,14.0,1018.6,23.5,80.0
2023,10,12,9,2.06,Northeast,13.0,19.0,1018.8,24.3,75.0
2023,10,12,10,1.89,Northeast,12.0,21.0,1019.3,25.3,75.0
2023,10,12,11,1.62,Northeast,18.0,26.0,1019.5,25.7,73.0
2023,10,12,12,1.33,Northeast,14.0,20.0,1018.8,26.0,71.0
2023,10,12,13,1.07,,,,1017.8,27.3,69.0
2023,10,12,14,0.93,East,11.0,18.0,1016.7,29.0,65.0
2023,10,12,15,0.95,East,10.0,16.0,1016.3,27.6,70.0
2023,10,12,16,1.13,East,12.0,20.0,1016.1,27.2,73.0
2023,10,12,17,1.38,East,9.0,15.0,1016.0,27.0,74.0
2023,10,12,18,1.6,Northeast,15.0,20.0,1016.2,26.9,71.0
2023,10,12,19,1.76,East,7.0,14.0,1016.8,26.6,70.0
2023,10,12,20,1.86,Northeast,12.0,20.0,1017.3,26.6,68.0
2023,10,12,21,1.9,Northeast,14.0,18.0,1017.7,26.5,67.0
2023,10,12,22,1.84,East,12.0,18.0,1018.0,26.4,66.0
2023,10,12,23,1.7,East,14.0,22.0,1017.8,26.3,67.0
2023,10,12,24,1.51,Northeast,13.0,22.0,1017.6,26.3,64.0
2023,10,13,1,1.35,North,13.0,20.0,1017.2,26.1,67.0
2023,10,13,2,1.27,North,11.0,20.0,1016.8,25.7,70.0
2023,10,13,3,1.33,North,14.0,19.0,1016.5,25.6,69.0
2023,10,13,4,1.5,Northeast,6.0,11.0,1016.2,25.5,67.0
2023,10,13,5,1.73,North,10.0,20.0,1015.8,25.1,71.0
2023,10,13,6,1.92,North,12.0,17.0,1016.0,24.9,72.0
2023,10,13,7,2.04,Northwest,8.0,12.0,1016.3,25.0,69.0
2023,10,13,8,2.11,Northwest,6.0,14.0,1016.6,25.1,69.0
2023,10,13,9,2.11,North,8.0,14.0,1017.2,25.7,65.0
2023,10,13,10,2.01,Northeast,9.0,17.0,1017.3,26.4,64.0
2023,10,13,11,1.79,East,11.0,20.0,1017.3,27.6,60.0
2023,10,13,12,1.51,East,15.0,22.0,1016.8,28.1,61.0
2023,10,13,13,1.23,East,16.0,20.0,1015.7,29.8,60.0
2023,10,13,14,1.02,East,12.0,20.0,1014.7,29.5,59.0
2023,10,13,15,0.98,East,17.0,21.0,1014.1,28.7,62.0
2023,10,13,16,1.12,East,10.0,17.0,1013.7,28.1,66.0
2023,10,13,17,1.38,East,12.0,18.0,1013.3,27.6,70.0
2023,10,13,18,1.65,East,12.0,18.0,1013.7,27.2,72.0
2023,10,13,19,1.84,East,11.0,15.0,1014.0,26.9,73.0
2023,10,13,20,1.95,East,10.0,12.0,1014.3,26.6,75.0
2023,10,13,21,2.0,East,5.0,11.0,1015.1,26.7,72.0
2023,10,13,22,1.96,,,,,26.6,
2023,10,13,23,1.81,Northeast,12.0,22.0,1015.1,26.3,
2023,10,13,24,1.58,Northeast,13.0,22.0,1015.0,26.0,65.0
2023,10,14,1,1.35,East,9.0,18.0,1014.8,25.7,65.0
2023,10,14,2,1.17,Calm,0.0,,1014.3,25.5,66.0
2023,10,14,3,1.14,Northwest,5.0,9.0,1014.2,25.4,67.0
2023,10,14,4,1.26,Northwest,5.0,11.0,1013.8,25.2,66.0
2023,10,14,5,1.49,Calm,0.0,,1013.5,24.9,68.0
2023,10,14,6,1.74,Variable,1.0,5.0,1013.7,24.8,68.0
2023,10,14,7,1.91,North,5.0,7.0,1014.2,24.9,68.0
2023,10,14,8,2.02,North,8.0,12.0,1014.8,25.1,68.0
2023,10,14,9,2.09,Northeast,3.0,9.0,1015.0,25.5,66.0
2023,10,14,10,2.07,North,4.0,10.0,1014.7,25.9,66.0
2023,10,14,11,1.92,North,7.0,17.0,1014.5,27.1,58.0
2023,10,14,12,1.67,North,6.0,10.0,1013.7,28.2,54.0
2023,10,14,13,1.39,East,6.0,12.0,1012.7,29.7,54.0
2023,10,14,14,1.15,,,,1012.0,29.1,53.0
2023,10,14,15,1.04,Calm,0.0,,1011.2,28.6,60.0
2023,10,14,16,1.13,,,,1011.2,28.4,
2023,10,14,17,1.37,,,,1011.2,28.7,62.0
2023,10,14,18,1.68,Calm,0.0,,,,67.0
2023,10,14,19,1.92,East,4.0,6.0,1011.8,27.0,68.0
2023,10,14,20,2.05,East,3.0,6.0,1012.0,26.5,67.0
2023,10,14,21,2.12,East,5.0,7.0,1012.8,26.5,
2023,10,14,22,2.09,Calm,0.0,,,,73.0
2023,10,14,23,1.96,East,7.0,11.0,1013.3,26.2,74.0
2023,10,14,24,1.72,East,6.0,9.0,1013.6,26.1,75.0
2023,10,15,1,1.43,East,6.0,9.0,1013.7,26.0,77.0
2023,10,15,2,1.17,East,6.0,9.0,1013.1,25.9,76.0
2023,10,15,3,1.01,Northeast,6.0,11.0,1012.7,25.9,79.0
2023,10,15,4,1.05,East,6.0,11.0,1012.3,25.8,79.0
2023,10,15,5,1.24,Northeast,10.0,12.0,1012.1,25.6,79.0
2023,10,15,6,1.51,Northeast,10.0,15.0,1012.0,25.4,79.0
2023,10,15,7,1.74,Northeast,6.0,11.0,1012.5,25.3,77.0
2023,10,15,8,1.88,Northeast,10.0,15.0,1013.3,25.3,72.0
2023,10,15,9,1.99,East,9.0,12.0,,25.5,74.0
2023,10,15,10,2.05,East,10.0,14.0,1014.5,26.3,67.0
2023,10,15,11,1.99,,,,,,64.0
2023,10,15,12,1.8,Northeast,17.0,24.0,1014.3,27.9,64.0
2023,10,15,13,1.54,Northeast,17.0,24.0,1013.3,29.2,61.0
2023,10,15,14,1.3,East,17.0,26.0,1012.7,29.7,60.0
2023,10,15,15,1.14,East,15.0,20.0,1012.3,28.8,64.0
2023,10,15,16,1.15,East,17.0,22.0,1012.2,29.3,61.0
2023,10,15,17,1.37,East,17.0,24.0,1012.3,28.4,65.0
2023,10,15,18,1.68,East,15.0,20.0,1012.7,27.6,70.0
2023,10,15,19,1.98,East,15.0,20.0,1013.0,27.1,75.0
2023,10,15,20,2.14,East,17.0,21.0,1013.5,26.9,77.0
2023,10,15,21,2.22,East,12.0,19.0,1014.2,26.7,77.0
2023,10,15,22,2.23,East,12.0,22.0,1014.6,26.6,77.0
2023,10,15,23,2.13,East,15.0,24.0,1014.6,26.6,79.0
2023,10,15,24,1.9,East,15.0,20.0,1014.5,26.3,80.0
2023,10,16,1,1.58,East,15.0,26.0,1014.6,26.4,80.0
2023,10,16,2,1.26,East,18.0,27.0,1014.5,26.2,80.0
2023,10,16,3,1.0,East,18.0,24.0,1014.1,26.1,79.0
2023,10,16,4,0.9,East,18.0,26.0,1014.2,25.9,78.0
2023,10,16,5,1.01,East,20.0,30.0,1014.1,25.8,76.0
2023,10,16,6,1.24,East,18.0,27.0,1014.3,25.6,78.0
2023,10,16,7,1.51,East,17.0,29.0,1014.8,25.5,76.0
2023,10,16,8,1.69,Northeast,17.0,26.0,1015.0,,75.0
2023,10,16,9,1.82,Northeast,16.0,24.0,1015.6,25.7,74.0
2023,10,16,10,1.94,Northeast,16.0,26.0,1015.8,25.8,70.0
2023,10,16,11,1.97,East,17.0,24.0,1015.8,26.3,68.0
2023,10,16,12,1.87,East,15.0,23.0,1015.3,27.0,66.0
2023,10,16,13,1.67,East,23.0,33.0,1014.8,27.2,64.0
2023,10,16,14,1.44,East,28.0,39.0,1014.7,28.2,63.0
2023,10,16,15,1.27,East,28.0,37.0,1014.0,27.6,
2023,10,16,16,1.21,East,23.0,33.0,1013.7,28.2,64.0
2023,10,16,17,1.36,East,23.0,33.0,1013.7,26.9,70.0
2023,10,16,18,1.66,East,18.0,27.0,1014.2,26.8,70.0
2023,10,16,19,1.99,East,21.0,29.0,1014.5,26.7,64.0
2023,10,16,20,2.22,East,23.0,30.0,1015.1,26.6,67.0
2023,10,16,21,2.3,East,21.0,33.0,,26.6,
2023,10,16,22,2.33,East,19.0,35.0,1015.8,26.6,67.0
2023,10,16,23,2.28,East,23.0,37.0,1015.8,26.5,69.0
2023,10,16,24,2.1,East,26.0,36.0,1015.8,26.4,65.0
2023,10,17,1,1.8,East,21.0,35.0,1015.5,26.1,66.0
2023,10,17,2,1.43,East,23.0,33.0,1015.2,25.9,65.0
2023,10,17,3,1.11,East,25.0,37.0,1014.8,25.9,65.0
2023,10,17,4,0.88,East,21.0,33.0,1014.6,25.7,64.0
2023,10,17,5,0.85,East,25.0,37.0,1014.3,25.4,67.0
2023,10,17,6,1.01,East,24.0,41.0,1014.3,25.2,66.0
2023,10,17,7,1.25,East,26.0,37.0,1015.0,25.1,67.0
2023,10,17,8,1.48,,,,1015.7,25.2,69.0
2023,10,17,9,1.62,East,33.0,49.0,1016.3,25.3,66.0
2023,10,17,10,1.76,East,32.0,48.0,,,
2023,10,17,11,1.87,East,30.0,46.0,1017.1,26.0,57.0
2023,10,17,12,1.87,East,29.0,45.0,1016.3,27.1,51.0
2023,10,17,13,1.74,,,,1015.8,26.8,49.0
2023,10,17,14,1.55,East,26.0,42.0,1015.2,27.1,51.0
2023,10,17,15,1.39,East,23.0,36.0,1014.3,27.1,53.0
2023,10,17,16,1.3,East,22.0,35.0,1014.0,26.5,56.0
2023,10,17,17,1.37,East,24.0,37.0,1014.2,,58.0
2023,10,17,18,1.63,East,32.0,51.0,,25.9,56.0
2023,10,17,19,1.95,East,26.0,39.0,1015.1,24.9,61.0
2023,10,17,20,2.24,East,21.0,30.0,1015.5,24.6,64.0
2023,10,17,21,2.38,East,22.0,35.0,1016.2,25.1,63.0
2023,10,17,22,2.4,East,24.0,34.0,1016.2,25.2,63.0
2023,10,17,23,2.4,East,24.0,37.0,1016.3,25.5,63.0
2023,10,17,24,2.27,East,24.0,39.0,1015.8,25.4,66.0
2023,10,18,1,2.02,East,22.0,35.0,1015.8,25.3,71.0
2023,10,18,2,1.67,East,27.0,35.0,1015.3,25.2,73.0
2023,10,18,3,1.29,East,23.0,40.0,1015.0,25.2,72.0
2023,10,18,4,0.99,East,27.0,43.0,1014.7,25.3,73.0
2023,10,18,5,0.81,East,28.0,40.0,1014.6,25.3,73.0
2023,10,18,6,0.85,East,33.0,55.0,1014.8,25.3,75.0
2023,10,18,7,1.02,East,29.0,40.0,1015.2,25.2,76.0
2023,10,18,8,1.24,East,30.0,44.0,1015.8,25.2,76.0
2023,10,18,9,1.41,East,30.0,45.0,1016.6,25.1,77.0
2023,10,18,10,1.53,East,27.0,36.0,1017.0,24.1,84.0
2023,10,18,11,1.68,East,29.0,38.0,1017.2,23.5,91.0
2023,10,18,12,1.77,East,27.0,37.0,1016.5,23.7,89.0
2023,10,18,13,1.75,East,25.0,36.0,1015.7,23.6,91.0
2023,10,18,14,1.63,East,28.0,42.0,1014.8,23.6,90.0
2023,10,18,15,1.48,East,34.0,49.0,1013.8,24.5,84.0
2023,10,18,16,1.4,East,36.0,51.0,1013.7,24.4,88.0
2023,10,18,17,1.41,East,19.0,30.0,1013.8,23.9,91.0
2023,10,18,18,1.59,East,21.0,37.0,1014.3,23.9,91.0
2023,10,18,19,1.89,East,12.0,33.0,1014.5,24.1,92.0
2023,10,18,20,2.19,East,15.0,26.0,1015.1,24.5,92.0
2023,10,18,21,2.4,East,12.0,26.0,1015.2,24.9,92.0
2023,10,18,22,2.45,Southwest,3.0,12.0,1015.6,24.6,95.0
2023,10,18,23,2.45,East,20.0,30.0,1015.3,24.9,93.0
2023,10,18,24,2.4,East,8.0,17.0,1015.6,24.6,95.0
2023,10,19,1,2.22,East,12.0,22.0,1015.3,25.1,94.0
2023,10,19,2,1.93,East,9.0,24.0,1014.8,25.0,96.0
2023,10,19,3,1.55,East,19.0,28.0,1014.3,25.0,93.0
2023,10,19,4,1.2,East,23.0,29.0,1013.8,25.0,92.0
2023,10,19,5,0.93,East,12.0,22.0,1014.1,24.9,93.0
2023,10,19,6,0.81,East,10.0,18.0,1014.3,24.6,96.0
2023,10,19,7,0.87,East,18.0,26.0,1014.3,24.8,93.0
2023,10,19,8,1.02,East,21.0,30.0,1015.0,25.1,92.0
2023,10,19,9,1.2,East,18.0,33.0,1015.3,24.9,96.0
2023,10,19,10,1.32,East,18.0,28.0,1016.0,25.1,93.0
2023,10,19,11,1.43,East,19.0,26.0,1016.2,25.0,94.0
2023,10,19,12,1.58,East,19.0,30.0,1016.0,25.1,93.0
2023,10,19,13,1.66,East,18.0,27.0,1015.7,25.0,92.0
2023,10,19,14,1.64,East,8.0,14.0,1014.8,25.2,91.0
2023,10,19,15,1.55,East,10.0,17.0,1013.8,25.4,89.0
2023,10,19,16,1.48,,,,1013.3,25.4,89.0
2023,10,19,17,1.48,East,15.0,22.0,1013.3,25.5,89.0
2023,10,19,18,1.57,East,18.0,27.0,1013.6,25.7,88.0
2023,10,19,19,1.8,East,13.0,22.0,1014.3,25.6,89.0
2023,10,19,20,2.09,East,14.0,22.0,1014.3,25.6,89.0
2023,10,19,21,2.34,East,9.0,19.0,1015.1,25.6,90.0
2023,10,19,22,2.47,East,14.0,24.0,1015.6,25.8,87.0
2023,10,19,23,2.47,East,14.0,22.0,1015.3,25.9,86.0
2023,10,19,24,2.45,East,15.0,22.0,1015.3,25.9,87.0
2023,10,20,1,2.37,East,14.0,22.0,1015.0,25.7,88.0
2023,10,20,2,2.17,East,17.0,26.0,1014.3,25.6,88.0
2023,10,20,3,1.86,East,17.0,27.0,1013.8,25.6,89.0
2023,10,20,4,1.49,East,14.0,24.0,1013.3,25.5,88.0
2023,10,20,5,1.16,East,10.0,18.0,1013.3,25.5,88.0
2023,10,20,6,0.92,East,12.0,19.0,1013.7,25.5,88.0
2023,10,20,7,0.84,East,12.0,18.0,1014.3,25.5,85.0
2023,10,20,8,0.89,East,12.0,18.0,1014.6,25.5,87.0
2023,10,20,9,1.0,East,12.0,20.0,1015.6,25.9,85.0
2023,10,20,10,1.12,East,19.0,28.0,1015.8,26.7,82.0
2023,10,20,11,1.21,East,18.0,29.0,1016.6,27.4,79.0
2023,10,20,12,1.33,East,15.0,19.0,1016.2,27.2,80.0
2023,10,20,13,1.47,East,13.0,18.0,1015.3,27.4,81.0
2023,10,20,14,1.56,East,12.0,18.0,1014.8,27.1,82.0
2023,10,20,15,1.57,East,12.0,18.0,1014.3,26.5,84.0
2023,10,20,16,1.54,Northeast,10.0,15.0,1014.3,26.2,80.0
2023,10,20,17,1.54,Northeast,14.0,24.0,1014.6,25.7,81.0
2023,10,20,18,1.59,Northeast,10.0,17.0,1014.7,25.6,79.0
2023,10,20,19,1.73,Northeast,12.0,17.0,1015.3,25.6,78.0
2023,10,20,20,1.96,Calm,0.0,,1015.8,25.6,77.0
2023,10,20,21,2.2,Northeast,6.0,15.0,1016.6,25.6,76.0
2023,10,20,22,2.39,North,9.0,15.0,1016.8,25.4,75.0
2023,10,20,23,2.45,Calm,0.0,,1017.0,25.1,76.0
2023,10,20,24,2.44,North,14.0,18.0,1017.2,24.8,76.0
2023,10,21,1,2.42,North,8.0,11.0,1017.1,24.6,75.0
2023,10,21,2,2.32,Calm,0.0,,1016.7,24.1,74.0
2023,10,21,3,2.12,Northeast,12.0,17.0,1016.3,24.0,76.0
2023,10,21,4,1.82,Northeast,9.0,15.0,1016.5,23.3,80.0
2023,10,21,5,1.48,Northeast,6.0,11.0,1016.3,22.8,79.0
2023,10,21,6,1.18,Northeast,12.0,20.0,1016.5,22.8,83.0
2023,10,21,7,0.96,Northeast,16.0,22.0,1017.3,23.0,80.0
2023,10,21,8,0.88,Northeast,20.0,30.0,1018.0,23.3,78.0
2023,10,21,9,0.89,Northeast,19.0,28.0,1018.9,23.3,79.0
2023,10,21,10,0.96,East,12.0,21.0,1019.8,23.4,78.0
2023,10,21,11,1.03,East,11.0,20.0,1020.0,23.5,77.0
2023,10,21,12,1.11,Northeast,17.0,24.0,1019.3,24.3,75.0
2023,10,21,13,1.24,Northeast,17.0,24.0,1018.8,24.5,73.0
2023,10,21,14,1.39,Northeast,14.0,20.0,1018.0,24.8,73.0
2023,10,21,15,1.5,Northeast,11.0,18.0,1017.3,25.0,68.0
2023,10,21,16,1.56,Northeast,16.0,26.0,1017.5,23.5,74.0
2023,10,21,17,1.59,Northeast,14.0,24.0,1017.7,23.6,73.0
2023,10,21,18,1.63,Northeast,12.0,22.0,1018.2,23.0,74.0
2023,10,21,19,1.71,Northeast,13.0,17.0,1018.7,22.4,76.0
2023,10,21,20,1.85,East,10.0,15.0,1019.5,22.3,75.0
2023,10,21,21,2.03,Northeast,15.0,20.0,1020.1,22.0,75.0
2023,10,21,22,2.21,Northeast,13.0,20.0,1020.2,22.0,76.0
2023,10,21,23,2.34,East,11.0,18.0,1020.3,22.0,77.0
2023,10,21,24,2.38,East,9.0,13.0,1020.1,22.1,77.0
2023,10,22,1,2.39,East,10.0,18.0,1019.8,22.4,76.0
2023,10,22,2,2.37,East,15.0,22.0,1019.2,22.7,
2023,10,22,3,2.29,East,17.0,26.0,1019.0,22.8,74.0
2023,10,22,4,2.11,East,15.0,22.0,1018.6,22.9,74.0
2023,10,22,5,1.83,East,13.0,24.0,1018.0,23.0,72.0
2023,10,22,6,1.52,East,15.0,23.0,1018.2,22.9,70.0
2023,10,22,7,1.23,East,16.0,25.0,1018.9,22.9,69.0
2023,10,22,8,1.01,East,10.0,18.0,1019.4,23.1,69.0
2023,10,22,9,0.9,East,9.0,18.0,1019.8,,72.0
2023,10,22,10,0.87,East,8.0,12.0,1020.6,23.7,69.0
2023,10,22,11,0.9,East,17.0,29.0,1020.3,25.0,66.0
2023,10,22,12,0.94,East,18.0,26.0,1019.8,25.8,66.0
2023,10,22,13,1.03,East,12.0,18.0,1019.1,26.8,62.0
2023,10,22,14,1.18,East,14.0,20.0,1018.1,27.0,64.0
2023,10,22,15,1.35,East,11.0,20.0,1017.3,27.6,63.0
2023,10,22,16,1.51,East,9.0,14.0,1017.0,26.5,65.0
2023,10,22,17,1.61,East,13.0,18.0,1017.3,26.3,65.0
2023,10,22,18,1.68,East,11.0,17.0,1017.8,25.6,69.0
2023,10,22,19,1.73,East,12.0,17.0,1018.1,25.3,71.0
2023,10,22,20,1.78,East,8.0,11.0,1018.7,24.9,71.0
2023,10,22,21,1.88,East,6.0,9.0,1019.2,24.6,75.0
2023,10,22,22,2.0,East,10.0,15.0,1019.1,24.5,75.0
2023,10,22,23,2.14,Northeast,10.0,12.0,1018.8,24.6,76.0
2023,10,22,24,2.24,East,12.0,18.0,1018.8,24.5,80.0
2023,10,23,1,2.29,Northeast,14.0,21.0,1017.8,24.3,82.0
2023,10,23,2,2.32,East,15.0,24.0,1017.2,24.4,83.0
2023,10,23,3,2.33,Northeast,12.0,17.0,1017.1,24.4,83.0
2023,10,23,4,2.28,Northeast,15.0,20.0,1017.0,24.4,81.0
2023,10,23,5,2.13,East,11.0,18.0,1017.5,24.3,79.0
2023,10,23,6,1.88,Northeast,10.0,14.0,1018.2,24.0,80.0
2023,10,23,7,1.59,Northeast,8.0,12.0,1018.7,24.0,80.0
2023,10,23,8,1.29,East,12.0,22.0,1019.1,24.4,78.0
2023,10,23,9,1.06,East,12.0,18.0,1019.2,24.6,77.0
2023,10,23,10,0.9,Northeast,16.0,27.0,1019.7,25.1,75.0
2023,10,23,11,0.83,East,15.0,22.0,1019.5,25.7,73.0
2023,10,23,12,0.84,East,16.0,24.0,1018.3,26.8,72.0
2023,10,23,13,0.9,East,15.0,22.0,1017.6,27.2,70.0
2023,10,23,14,1.01,East,8.0,11.0,1016.7,27.7,69.0
2023,10,23,15,1.19,East,10.0,15.0,1015.8,28.3,68.0
2023,10,23,16,1.4,East,10.0,17.0,1015.2,29.2,65.0
2023,10,23,17,1.59,East,11.0,16.0,1015.3,28.7,68.0
2023,10,23,18,1.71,East,11.0,17.0,1015.7,27.3,74.0
2023,10,23,19,1.77,East,14.0,20.0,1016.1,26.3,78.0
2023,10,23,20,1.79,East,12.0,18.0,1016.8,26.0,79.0
2023,10,23,21,1.79,Northeast,10.0,12.0,1017.1,25.7,82.0
2023,10,23,22,1.81,Northeast,14.0,17.0,1017.3,25.7,83.0
2023,10,23,23,1.88,East,14.0,22.0,1017.3,25.8,82.0
2023,10,23,24,1.99,East,19.0,28.0,1017.3,25.7,81.0
2023,10,24,1,2.1,East,23.0,32.0,1016.8,25.6,81.0
2023,10,24,2,2.19,East,18.0,27.0,1016.3,25.6,81.0
2023,10,24,3,2.26,East,19.0,30.0,1015.8,25.4,83.0
2023,10,24,4,2.31,East,18.0,24.0,1015.8,25.3,83.0
2023,10,24,5,2.29,East,15.0,22.0,1015.8,25.2,81.0
2023,10,24,6,2.17,East,12.0,20.0,1016.3,24.9,83.0
2023,10,24,7,1.94,East,12.0,20.0,1017.1,24.8,83.0
2023,10,24,8,1.65,East,10.0,17.0,1017.5,25.2,81.0
2023,10,24,9,1.34,East,12.0,20.0,1018.3,25.8,78.0
2023,10,24,10,1.07,East,12.0,20.0,1018.5,26.1,79.0
2023,10,24,11,0.88,East,15.0,20.0,1018.1,26.9,78.0
2023,10,24,12,0.8,East,18.0,27.0,1017.3,28.2,71.0
2023,10,24,13,0.83,East,17.0,24.0,1016.5,29.1,70.0
2023,10,24,14,0.93,East,13.0,18.0,1015.5,29.4,67.0
2023,10,24,15,1.09,East,18.0,24.0,1014.7,29.8,64.0
2023,10,24,16,1.3,East,12.0,22.0,1014.5,29.9,63.0
2023,10,24,17,1.53,East,12.0,18.0,1014.6,29.1,65.0
2023,10,24,18,1.72,East,14.0,22.0,1014.7,27.7,68.0
2023,10,24,19,1.83,East,10.0,14.0,1015.2,27.1,72.0
2023,10,24,20,1.85,East,4.0,9.0,1015.8,26.8,76.0
2023,10,24,21,1.8,East,8.0,12.0,1016.6,26.5,77.0
2023,10,24,22,1.71,East,8.0,15.0,1016.8,26.2,81.0
2023,10,24,23,1.66,East,12.0,18.0,1017.1,26.0,80.0
2023,10,24,24,1.68,East,8.0,11.0,1016.8,25.8,84.0
2023,10,25,1,1.79,East,10.0,15.0,1016.5,25.7,86.0
2023,10,25,2,1.94,East,10.0,15.0,1016.1,25.6,87.0
2023,10,25,3,2.09,East,12.0,20.0,1015.6,25.5,85.0
2023,10,25,4,2.21,East,12.0,18.0,1015.1,25.6,85.0
2023,10,25,5,2.29,East,14.0,21.0,1015.1,25.4,85.0
2023,10,25,6,2.3,East,17.0,24.0,1014.8,25.5,85.0
2023,10,25,7,2.2,East,18.0,26.0,1015.1,25.4,85.0
2023,10,25,8,1.99,East,17.0,24.0,1015.8,25.6,85.0
2023,10,25,9,1.69,East,16.0,24.0,1016.3,26.0,82.0
2023,10,25,10,1.36,East,17.0,26.0,1017.2,26.5,81.0
2023,10,25,11,1.07,East,19.0,27.0,1017.5,26.7,80.0
2023,10,25,12,0.87,East,18.0,27.0,1016.8,27.9,72.0
2023,10,25,13,0.81,East,21.0,27.0,1016.3,27.3,76.0
2023,10,25,14,0.89,East,19.0,30.0,1015.1,29.0,70.0
2023,10,25,15,1.05,East,20.0,29.0,1014.2,29.2,67.0
2023,10,25,16,1.27,East,13.0,22.0,1013.8,29.6,68.0
2023,10,25,17,1.49,East,14.0,17.0,1013.8,28.6,69.0
2023,10,25,18,1.72,East,9.0,17.0,1013.8,27.4,76.0
2023,10,25,19,1.89,East,14.0,18.0,1014.6,,
2023,10,25,20,1.95,East,16.0,20.0,1015.2,26.3,82.0
2023,10,25,21,1.9,East,12.0,17.0,1015.8,26.1,84.0
2023,10,25,22,1.74,East,12.0,16.0,1016.0,26.0,84.0
2023,10,25,23,1.56,East,11.0,17.0,1016.0,25.8,82.0
2023,10,25,24,1.44,East,11.0,15.0,1015.8,25.7,84.0
2023,10,26,1,1.44,East,8.0,15.0,1015.2,25.5,85.0
2023,10,26,2,1.58,East,11.0,17.0,1014.5,25.5,82.0
2023,10,26,3,1.79,East,12.0,18.0,1014.0,25.2,84.0
2023,10,26,4,2.0,East,15.0,20.0,1013.5,25.0,85.0
2023,10,26,5,2.16,East,16.0,22.0,1013.3,25.0,84.0
2023,10,26,6,2.26,East,16.0,26.0,1013.6,24.9,84.0
2023,10,26,7,2.3,East,15.0,26.0,1014.3,24.8,85.0
2023,10,26,8,2.21,East,17.0,22.0,1015.3,25.0,82.0
2023,10,26,9,2.0,East,16.0,22.0,1016.3,25.7,82.0
2023,10,26,10,1.69,East,19.0,26.0,1016.8,26.4,79.0
2023,10,26,11,1.35,East,21.0,27.0,1016.7,27.1,74.0
2023,10,26,12,1.05,East,18.0,26.0,1016.1,27.9,72.0
2023,10,26,13,0.87,East,16.0,22.0,1015.3,28.1,
2023,10,26,14,0.89,East,18.0,24.0,1014.7,28.4,72.0
2023,10,26,15,1.05,East,14.0,22.0,1014.3,28.8,68.0
2023,10,26,16,1.28,East,15.0,22.0,1013.8,27.8,70.0
2023,10,26,17,1.53,,,,1013.5,27.7,71.0
2023,10,26,18,1.75,East,14.0,20.0,1013.3,,75.0
2023,10,26,19,1.94,East,14.0,18.0,1013.5,26.2,77.0
2023,10,26,20,2.06,East,12.0,22.0,1013.6,25.8,76.0
2023,10,26,21,2.04,East,15.0,20.0,1014.1,,
2023,10,26,22,1.88,East,11.0,17.0,1014.3,25.4,81.0
2023,10,26,23,1.62,East,10.0,12.0,1014.8,25.3,83.0
2023,10,26,24,1.36,East,7.0,11.0,1015.0,25.4,84.0
2023,10,27,1,1.19,East,10.0,15.0,1014.5,25.4,83.0
2023,10,27,2,1.2,East,8.0,12.0,1014.0,25.1,84.0
2023,10,27,3,1.39,East,8.0,11.0,1013.8,25.1,85.0
2023,10,27,4,1.65,East,6.0,9.0,1013.6,25.0,87.0
2023,10,27,5,1.91,East,6.0,10.0,1013.3,25.1,86.0
2023,10,27,6,2.08,East,5.0,12.0,1013.7,25.0,87.0
2023,10,27,7,2.2,East,8.0,12.0,1014.0,24.9,88.0
2023,10,27,8,2.26,East,10.0,15.0,1014.7,25.1,87.0
2023,10,27,9,2.18,East,14.0,18.0,1015.3,25.5,86.0
2023,10,27,10,1.97,East,17.0,22.0,1015.7,26.3,83.0
2023,10,27,11,1.65,East,15.0,19.0,1015.6,27.4,79.0
2023,10,27,12,1.32,East,19.0,26.0,1015.1,28.2,75.0
2023,10,27,13,1.04,East,19.0,24.0,1014.2,,71.0
2023,10,27,14,0.93,East,18.0,24.0,1013.1,29.1,72.0
